,OFFER,RETAILER,BRAND,RECEIPTS,CATEGORY_ID,PRODUCT_CATEGORY,IS_CHILD_CATEGORY_TO,combined_text,similarity_score
4183,,,buzz ballz chiller,252.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4184,,,pro pride,252.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4185,,,oreo o,252.0,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4,cereal granola toaster pastry,pantry,,0.0
4186,,,quilmes,252.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4187,,,quilmes,21.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4188,,,biosteel,252.0,d45c0d30-af85-4eda-b5ed-ae6a38bfeed3,medicine treatment,health wellness,,0.0
4189,,,apple jack,251.0,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4,cereal granola toaster pastry,pantry,,0.0
4190,,,karl strauss,251.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4191,,,best yet,251.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4192,,,einstok olgerd,251.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4193,,,gerstacker,251.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4194,,,sonic,250.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4195,,,sonic,26.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4196,,,jinro chamisul soju fresh,250.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4197,,,liquid iv,250.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
4198,,,lauratae,249.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4199,,,formula 409,249.0,d45c0d30-af85-4eda-b5ed-ae6a38bfeed3,medicine treatment,health wellness,,0.0
4200,,,99 sour cherry,249.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4201,,,austin eastciders spiked seltzer variety pac,249.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
4202,,,ricco,248.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4203,,,liberte,248.0,e246975c-322e-4e31-aa4b-a22eabe581d1,yogurt,dairy,,0.0
4204,,,nue,247.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4205,,,kc bier box variety pack,247.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4206,,,el charro,247.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4207,,,no li brewhouse,247.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4208,,,no li brewhouse,11.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4209,,,tinactin,246.0,d45c0d30-af85-4eda-b5ed-ae6a38bfeed3,medicine treatment,health wellness,,0.0
4210,,,ice 101,246.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4211,,,spatherapy,246.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4212,,,san simone syltbar,246.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4213,,,joe gambinos,246.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4214,,,santiago queirolo,246.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4215,,,santiago queirolo,28.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4216,,,nature nates honey,246.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
4217,,,gomacro,245.0,6c9b520a-9049-417a-8487-7053b9d2d8f8,cracker,snack,,0.0
4218,,,gomacro,210.0,d45c0d30-af85-4eda-b5ed-ae6a38bfeed3,medicine treatment,health wellness,,0.0
4219,,,gomacro,102.0,c7f51b3a-c2a6-4818-93cf-9cfbd58c2622,chip,snack,,0.0
4220,,,shot gun spiked seltzer,245.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4221,,,old forester,245.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4222,,,old forester,23.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,,0.0
4223,,,yazoo yazoo brewing company,245.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4224,,,barrowmans,245.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4225,,,4 hand brewing co,244.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4226,,,4 hand brewing co,16.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4227,,,mijenta,244.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4228,,,cabin boy brewery,244.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4229,,,cabernario no 8,244.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4230,,,el iced chocolate,244.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4231,,,campo bravo,243.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4232,,,woodchuck hard cider 100 variety pack,243.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
4233,,,wild turkey rare breed,243.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4234,,,good season,243.0,12a89b18-4c01-4048-94b2-0705e0a45f6b,packaged seafood,pantry,,0.0
4235,,,basil hayden,243.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4236,,,buena rita,243.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4237,,,christian moerlein variety pack,243.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4238,,,del mar,242.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4239,,,yuengling light,242.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4240,,,north coast brewing co,242.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4241,,,glendalough,242.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4242,,,stellum,241.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4243,,,brook hill,241.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4244,,,due south brewing co,241.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4245,,,motorworks brewing,240.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4246,,,franzia,239.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4247,,,maha organic hard seltzer variety pack,239.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4248,,,earth balance,239.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,,0.0
4249,,,linganore winecellars,239.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4250,,,monday night brewing,239.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4251,,,monday night brewing,68.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4252,,,flower,238.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4253,,,flower,219.0,03577242-2690-4bad-916c-eb7d6c2e0ee2,deodorant antiperspirant,health wellness,,0.0
4254,,,crafted cocktail,238.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,,0.0
4255,,,starborough,238.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4256,,,loon juice,238.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
4257,,,noxzema,238.0,0a09521d-71e3-40b7-bd43-0e3654e91b2b,skin care,health wellness,,0.0
4258,,,sea dog,238.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4259,,,cottesbrook,238.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4260,,,dr mcgillicuddys,237.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4261,,,jj renfield and son,237.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4262,,,heering,237.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4263,,,white mountain icers,237.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4264,,,wicked weed guilty pleasure variety pack,237.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4265,,,piper sonoma,237.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4266,,,hop fusion ale work,237.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4267,,,tosti,236.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4268,,,john walker and son,236.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4269,,,tommy bahama,236.0,03577242-2690-4bad-916c-eb7d6c2e0ee2,deodorant antiperspirant,health wellness,,0.0
4270,,,tommy bahama,76.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4271,,,catena,236.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4272,,,kenneth cole,236.0,03577242-2690-4bad-916c-eb7d6c2e0ee2,deodorant antiperspirant,health wellness,,0.0
4273,,,kenneth cole,52.0,04d628dc-8630-4f8e-835f-831cd0aaf036,body fragrance,beauty,,0.0
4274,,,finishing touch flawless,235.0,de2afc5c-93c3-4c35-bee8-16ca97d1c9f3,makeup,beauty,,0.0
4275,,,scofflaw hard seltzer variety pack,235.0,d5cba6a8-9ac7-40dd-9692-f9e890a48ca4,hard seltzer soda water lemonade tea,alcohol,,0.0
4276,,,imagine,235.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,,0.0
4277,,,two road beer bus variety pack,235.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4278,,,smuckers natural peanut butter,234.0,2a2ad3c4-41df-484c-833c-26744a4d9610,nut butter jam,pantry,,0.0
4279,,,scuttlebutt brewing co,234.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4280,,,texacraft,234.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4281,,,intuition ale work,234.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4282,,,playstation,234.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,,0.0
4283,,,jackalope brewing company,234.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4284,,,william grant and son aerstone,234.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4285,,,doorlys,233.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4286,,,athletic brewing co,233.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4287,,,boulevard space camper cosmic mix pack varie,233.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4288,,,fort myers brewing co,233.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4289,,,one tree hard cider,233.0,b06d9098-f313-4ba8-88aa-a001db2759d8,hard cider,alcohol,,0.0
4290,,,one tree hard cider,211.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
4291,,,bumbu,233.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4292,,,gale hayman,233.0,03577242-2690-4bad-916c-eb7d6c2e0ee2,deodorant antiperspirant,health wellness,,0.0
4293,,,toppling goliath brewing company,232.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4294,,,icing,232.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4295,,,glaceau smart water,232.0,aecbba3a-7958-4b78-8a93-9215b963e9a7,water,beverage,,0.0
4296,,,swift cider,231.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
4297,,,young,231.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4298,,,louis kemp,231.0,e73f7957-0e65-4466-9588-795bdc5f67ac,packaged meat,pantry,,0.0
4299,,,canadian club,231.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4300,,,rogue spirit,231.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4301,,,everclear,231.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4302,,,clorox green work,231.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4303,,,great divide,230.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4304,,,great divide,29.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4305,,,dapple,230.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4306,,,premier,230.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4307,,,bellissima,230.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4308,,,mephisto,230.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4309,,,la preferida,230.0,ef70e81c-e88f-419c-9cb4-c008ae0eb29a,packaged vegetable,pantry,,0.0
4310,,,boulder beer,230.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4311,,,la cumbre,229.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4312,,,capriccio take out cocktail,229.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4313,,,royal,229.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,,0.0
4314,,,fort hill brewery,229.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4315,,,mahou,229.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4316,,,signature care,229.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4317,,,signature care,39.0,d45c0d30-af85-4eda-b5ed-ae6a38bfeed3,medicine treatment,health wellness,,0.0
4318,,,el tesoro de don felipe,229.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4319,,,dawn direct foam,229.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4320,,,van loveren family vineyard,229.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4321,,,war horse brewing co,228.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4322,,,ballast point mix pack variety pack,228.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4323,,,every man jack,228.0,539953fe-50bf-4a00-8a21-c64752d6ed7e,hair removal,health wellness,,0.0
4324,,,sweet baby ray,228.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,,0.0
4325,,,sweet baby ray,80.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,,0.0
4326,,,sweet baby ray,26.0,1f01bdf4-7c65-4995-adfb-9080b75b0129,condiment,pantry,,0.0
4327,,,alhambra,228.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4328,,,great north aleworks,228.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4329,,,gaffel,227.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4330,,,royal crest,227.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4331,,,allgauer brauhaus,227.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4332,,,skeleto,227.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4333,,,kona spiked island seltzer,227.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4334,,,fri,227.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4335,,,pure,227.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4336,,,presidente light,227.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4337,,,buzzballz,227.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4338,,,buzzballz,31.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4339,,,track seven,226.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4340,,,smarties,226.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,,0.0
4341,,,buddy,226.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4342,,,cellucor,226.0,b3028295-932d-49df-afbc-52dce9cce8c7,carbonated soft drink,beverage,,0.0
4343,,,honey stinger,225.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
4344,,,berberana dragon,224.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4345,,,traverse city whiskey co,224.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4346,,,miku,224.0,0d566b71-e49a-4b83-a340-25b921e8437f,baby bathing,baby toddler,,0.0
4347,,,dawn botanical,224.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4348,,,shoprite,224.0,e8d9c191-47c0-46eb-affd-34b08a44ebbc,dry pasta,pasta noodle,,0.0
4349,,,shoprite,45.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,,0.0
4350,,,artifact,224.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
4351,,,island grove wine company,224.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4352,,,real ale sampler pack,224.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4353,,,tioga sequoia brewing co,223.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4354,,,coco rum,223.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4355,,,harpoon,223.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4356,,,realuna,223.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4357,,,bohae bokbunjajoo,223.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4358,,,redneck riviera 1776,223.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,,0.0
4359,,,evolution,222.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4360,,,evolution,136.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
4361,,,evolution,20.0,b5fd081f-4671-4eb9-97be-3c55079fc52d,vegetable juice,beverage,,0.0
4362,,,clearasil,222.0,0a09521d-71e3-40b7-bd43-0e3654e91b2b,skin care,health wellness,,0.0
4363,,,breckenridge variety pack,222.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4364,,,chi chi sazerac company inc,222.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4365,,,bold rock hard seltzer mix pack variety pack,221.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4366,,,soley,221.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4367,,,hammer,221.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4368,,,the harbor,221.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4369,,,pitbull woman,221.0,03577242-2690-4bad-916c-eb7d6c2e0ee2,deodorant antiperspirant,health wellness,,0.0
4370,,,anchor variety pack,220.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4371,,,brough brother,220.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4372,,,tipsy tomato,220.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
4373,,,myx fusion,220.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4374,,,long trail ipa pack variety pack,219.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4375,,,nyak,219.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4376,,,voga,218.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4377,,,cazadores,218.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4378,,,clorox 2,218.0,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c,household supply,household supply,,0.0
4379,,,hamms special light,218.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4380,,,c4,218.0,b3028295-932d-49df-afbc-52dce9cce8c7,carbonated soft drink,beverage,,0.0
4381,,,elegant,217.0,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c,household supply,household supply,,0.0
4382,,,do primo,217.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4383,,,jack abby,217.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4384,,,lucky,217.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4385,,,lucky,98.0,87b8ae7a-5a8b-43f1-a4ee-a1fdb3bc068c,household supply,household supply,,0.0
4386,,,brickstone,216.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4387,,,raphael,216.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4388,,,rebel yell,216.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4389,,,badel pelinkovac,216.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4390,,,ocean away,216.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4391,,,rascito,216.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4392,,,enlightened brewing co,216.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4393,,,monday night case of the monday variety pac,215.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4394,,,off the eaten path,215.0,d45a8f68-34d2-4128-a807-7b4fcf119a17,egg,dairy,,0.0
4395,,,off the eaten path,30.0,e27d28fb-5e48-49b6-9373-3a92246c2f87,nut seed,snack,,0.0
4396,,,madison river brewing co,215.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4397,,,legend,215.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4398,,,starr blu,215.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4399,,,liebers,214.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,,0.0
4400,,,barrel house,214.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4401,,,revolution brewing,214.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4402,,,skinny girl,214.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4403,,,onetouch,214.0,d45c0d30-af85-4eda-b5ed-ae6a38bfeed3,medicine treatment,health wellness,,0.0
4404,,,atlanta hard cider co,213.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
4405,,,atlanta hard cider co,47.0,b06d9098-f313-4ba8-88aa-a001db2759d8,hard cider,alcohol,,0.0
4406,,,campbell chunky,213.0,c1348b24-5f57-4ad6-bc81-a114368acb19,soup broth,pantry,,0.0
4407,,,saugatuck brewing company,213.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4408,,,jaja,213.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4409,,,social lite,213.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4410,,,grimmway farm,213.0,0b5e15f3-f1ee-40fe-9e81-cac225799ebe,frozen vegetable,frozen,,0.0
4411,,,kensie,213.0,03577242-2690-4bad-916c-eb7d6c2e0ee2,deodorant antiperspirant,health wellness,,0.0
4412,,,loverboy,212.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4413,,,santan distilling,212.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4414,,,nostalgia,212.0,03577242-2690-4bad-916c-eb7d6c2e0ee2,deodorant antiperspirant,health wellness,,0.0
4415,,,el toro,212.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
4416,,,offley,211.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4417,,,member mark charles montaine,211.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4418,,,ecos,211.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4419,,,suave men,211.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
4420,,,suave men,52.0,03577242-2690-4bad-916c-eb7d6c2e0ee2,deodorant antiperspirant,health wellness,,0.0
4421,,,suave men,36.0,e9535290-dc96-45be-bd4a-6e687880a059,hair care,health wellness,,0.0
4422,,,manischewitz,211.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
4423,,,nebraska brewing company,210.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
4424,,,other half,210.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
